lookback_days,vol_norm,bucket,horizon_hours,count,mean,median,std,t_stat
7,False,6.0,8,75320,0.0007591766383293,0.0002089649660225,0.032093406106604,6.492054833915082
7,False,7.0,8,81393,0.0005437913830363,-3.2470695197739374e-05,0.0329170810294337,4.713076976409012
7,False,8.0,8,77233,0.0008224215982044,-0.0002125857401472,0.0364790409627369,6.2654540214588375
7,False,9.0,8,89453,0.0023324542912613,-0.0006224518377889,0.0488102054954906,14.292228820459364
7,False,0.0,24,59467,0.0004242374740062,-0.0001468860164511,0.0615709042008592,1.6802407437952194
7,False,1.0,24,81935,0.0011970057462525,0.0005566688933422,0.0582877812060465,5.87832292864086
7,False,2.0,24,76562,0.0021295574635045,0.0012433734488589,0.0627099704489244,9.396354695817568
7,False,3.0,24,80038,0.0024287697820111,0.0008969955677233,0.069249354230273,9.92244583864413
7,False,4.0,24,80968,0.0026735799026543,0.000844694763614,0.0572490173620094,13.2886798074029
7,False,5.0,24,77388,0.0019625215609745,0.0011381111482926,0.0535898133108148,10.18753242774592
7,False,6.0,24,75272,0.0022304054200761,0.0008396393781476,0.0567486608685607,10.783132006969986
7,False,7.0,24,81329,0.0020584937192409,0.0003348263936857,0.0571819621118423,10.26628245996836
7,False,8.0,24,77169,0.002835822855374,6.569188387373082e-05,0.0664167294009163,11.86104760721039
7,False,9.0,24,89389,0.0058020820391007,-0.0010114453021027,0.0901782990480614,19.23640293014862
7,False,0.0,72,59323,0.0021678478921466,-0.0021673577082549,0.1032629242520697,5.113237198979647
7,False,1.0,72,81743,0.0049467737837868,-9.436836110299218e-05,0.1026394193843767,13.779490194510672
7,False,2.0,72,76370,0.0067335122941024,0.0012551498214948,0.1065291807281332,17.46764936782233
7,False,3.0,72,79894,0.0080982863807191,0.0010473070552921,0.136605612595171,16.756436695616824
7,False,4.0,72,80776,0.0070998239469649,0.0017893819753167,0.1116445496472238,18.073872953254156
7,False,5.0,72,77196,0.0056890921354889,0.0017246632478098,0.0963350312978956,16.408017976995104
7,False,6.0,72,75128,0.0067512746050159,0.000283666744176,0.1027236860278821,18.014246123107995
7,False,7.0,72,81137,0.00645726771103,-0.0005591798695246,0.1012032973024418,18.174547322091072
7,False,8.0,72,76977,0.0090802916982012,-0.0009208103130755,0.1194237409545546,21.09549009893685
7,False,9.0,72,89197,0.0130562256711569,-0.0026163839769036,0.145315347681927,26.83374489260721
7,False,0.0,168,59035,0.0077698252384365,-0.0051935788479697,0.1658006290703673,11.386227592324287
7,False,1.0,168,81359,0.0159607936253728,0.0002716357907317,0.1710561038372444,26.614524249179453
7,False,2.0,168,75986,0.0184730836785736,0.0017794512499395,0.2007289894732819,25.368576058071746
7,False,3.0,168,79606,0.0183410773226453,0.0014223053283153,0.1855796556395978,27.88479001444857
7,False,4.0,168,80392,0.0193088130850653,0.0030903187818264,0.184848608822125,29.61732347613417
7,False,5.0,168,76812,0.0153667781072397,0.0016666336818955,0.1704555315155718,24.98539717956546
7,False,6.0,168,74840,0.0175943982358599,0.0,0.1811823709329314,26.565951081231667
7,False,7.0,168,80753,0.019014649732043,0.0006593768888398,0.1857997125374859,29.08188981832536
7,False,8.0,168,76593,0.0213485386223103,-0.0023081361800346,0.2087785547376031,28.29937243779259
7,False,9.0,168,88813,0.0219000960308279,-0.0053087454596255,0.2138074109871029,30.525412027696014
14,False,0.0,1,59536,0.0001255131709161,9.941258151413555e-05,0.0132937698375121,2.3037267891554087
14,False,1.0,1,82027,0.0001118237563901,0.000145581598486,0.0120891169560224,2.649219310159074
14,False,2.0,1,76654,8.739639809883985e-05,0.0001265742922925,0.0119703565158434,2.02140744148591
14,False,3.0,1,80107,0.0001006069206039,0.000138523341183,0.0118132454496178,2.4104263291563632
14,False,4.0,1,81060,5.4548300921874814e-05,0.0001025372324511,0.0117069920351389,1.3265975915289236
14,False,5.0,1,77481,5.77678426313076e-05,0.0001049783601425,0.0115344983087127,1.3940714972377797
14,False,6.0,1,75342,0.0001059216110793,0.0001007015546146,0.0121133649307916,2.4001498052465613
14,False,7.0,1,81419,3.807006568350911e-05,0.0,0.0123254638333781,0.8813395032678581
14,False,8.0,1,77261,0.000148973562244,0.0,0.0137907202783956,3.002634121637398
14,False,9.0,1,89481,0.0002452361458371,-7.905138339925344e-05,0.0171905292705442,4.267373425554407
14,False,0.0,4,59527,0.0003219502574128,0.0003212335367812,0.0256368815412974,3.0639422681175685
14,False,1.0,4,82015,0.0003388571162515,0.000394903488408,0.0232379194316046,4.176053112791772
14,False,2.0,4,76642,0.0002349158094131,0.0003258523079823,0.0229193041567568,2.8375546303023023
14,False,3.0,4,80098,0.0003778041249026,0.000345622344596,0.0230278356477929,4.6432750476496585
14,False,4.0,4,81048,0.0002511206643562,0.0003042681889735,0.0229872052135654,3.11005042041055
14,False,5.0,4,77469,0.0002480916492114,0.0001926930784645,0.0220222423119546,3.1355561637000986
14,False,6.0,4,75333,0.0003633180943529,0.0001837492190659,0.0235230644690933,4.239218093586522
14,False,7.0,4,81407,0.0002960805694016,8.666262241097122e-05,0.0238171170868127,3.546921614382675
14,False,8.0,4,77249,0.0005637227647729,0.0,0.0266242268365015,5.884844634369447
14,False,9.0,4,89469,0.0010215850764796,-0.000283783086528,0.0336332928843771,9.08534539575165
14,False,0.0,8,59515,0.0005750064049312,0.0002821670428894,0.0354030182263907,3.962284107974947
14,False,1.0,8,81999,0.0005929436117217,0.0004474940334129,0.0321797533632889,5.276366584306419
