form,x,exit_frac,m_events,k_max,filter,total_return,profit_factor,max_drawdown,n_trades,turnover,total_funding,sharpe,stress_total_return,eligible,phase
abs,30.0,1.0,3,3,none,0.8369245776543315,1.1604112143103407,0.537826008429069,104,69.33333333333334,-0.47897871333333336,0.5657922018202709,0.7741751874312974,False,ext
abs,30.0,1.0,3,3,trend72,-0.35444689722868794,0.9241266586107195,0.5648389932816857,117,83.66666666666666,-0.09200618666666667,-0.18212625423744816,-0.3810622687048508,False,ext
abs,30.0,1.0,3,5,none,0.7638029118680765,1.154207146605018,0.5378260084290691,124,71.23333333333333,-0.47752506050000004,0.5447133574815544,0.7019452003732956,False,ext
abs,30.0,1.0,3,5,trend72,-0.3633057773662892,0.9197510426532389,0.5648389932816857,133,84.93333333333334,-0.09177164333333333,-0.19309450531810218,-0.38994448372625923,False,ext
abs,40.0,0.5,1,3,none,-0.017048799490435473,1.0604122679462673,0.6987879004623263,129,98.33333333333334,-0.4953449533333333,0.23239109272187505,-0.06436391938576824,False,ext
abs,40.0,0.5,1,3,trend72,0.24173874882672752,1.1550592081658368,0.3071373824434027,99,77.33333333333334,-0.09764382999999999,0.33388721586336345,0.19434069147778033,False,ext
abs,40.0,0.5,1,5,none,0.024152642656838363,1.0661202674152392,0.6861622758263048,148,98.30000000000001,-0.4959027578333334,0.2540475027261437,-0.025135138929651024,False,ext
abs,40.0,0.5,1,5,trend72,0.24476403268938207,1.1561958392819691,0.3071373824434027,103,77.6,-0.09761546666666665,0.33603682502030907,0.19709160284317084,False,ext
abs,40.0,0.5,3,3,none,-0.087873435249748,1.0483006433653226,0.6439284281220252,38,31.0,-0.40373334166666663,0.14035523308605424,-0.10192713834224987,False,ext
abs,40.0,0.5,3,3,trend72,-0.2525913803945168,0.8527385742293132,0.35831898010457386,59,41.66666666666667,-0.05413220666666667,-0.2932427969183539,-0.26802386482869767,False,ext
abs,40.0,0.5,3,5,none,-0.09008007916498217,1.0477497304930188,0.6447898471375841,43,31.666666666666668,-0.40267285999999997,0.1384485468470637,-0.1043943699487121,False,ext
abs,40.0,0.5,3,5,trend72,-0.25003598510542935,0.8542796122143432,0.35831898010457386,65,42.0,-0.053715925,-0.2891758126161825,-0.26563811205371257,False,ext
abs,40.0,1.0,1,3,none,0.050267439042420925,1.0752564244564946,0.6425278402712717,133,104.0,-0.44954974833333333,0.25699827863137514,-0.0031517744678021264,False,ext
abs,40.0,1.0,1,3,trend72,0.03727546132513071,1.0924928224473403,0.3126028764371661,82,68.0,-0.06878439333333333,0.17090335551637104,0.00232447475113573,False,ext
abs,40.0,1.0,1,5,none,0.09399905131387665,1.0819913580669418,0.6276432182160074,152,104.23333333333332,-0.45010755283333337,0.279569713745275,0.03822805682357844,False,ext
abs,40.0,1.0,1,5,trend72,0.03928700593502232,1.0935275205526345,0.3126028764371661,84,68.16666666666666,-0.0688357175,0.17266571252882698,0.004184920201776077,False,ext
abs,40.0,1.0,3,3,none,0.039366059575177026,1.0829323650299143,0.6017458248937817,43,36.0,-0.3861838066666667,0.21308007473614524,0.02075723752715919,False,ext
abs,40.0,1.0,3,3,trend72,-0.3406367561505893,0.7334612494316323,0.3905874786728354,42,35.333333333333336,-0.04950821,-0.49753372855461425,-0.35221791218365694,False,ext
abs,40.0,1.0,3,5,none,0.0358179096316642,1.081961759602202,0.6031053704705194,45,36.5,-0.3860489575,0.2106402573604341,0.01701979329404746,False,ext
abs,40.0,1.0,3,5,trend72,-0.3406367561505893,0.7334612494316323,0.3905874786728354,42,35.333333333333336,-0.04950821,-0.49753372855461425,-0.35221791218365694,False,ext
abs,60.0,0.5,1,3,none,0.11855402958191918,1.1185749517573136,0.6796415627882268,46,42.0,-0.34433992,0.2772634679106282,0.09510965249474412,False,ext
abs,60.0,0.5,1,3,trend72,0.07354520288933397,1.1515144735677052,0.27399711382189273,36,36.0,-0.04354772,0.19413672134080304,0.05420739579665579,False,ext
abs,60.0,0.5,1,5,none,0.12227154935658135,1.1193874416866656,0.678576849959147,50,42.0,-0.34439882600000005,0.27930186317681993,0.09874896844254577,False,ext
abs,60.0,0.5,1,5,trend72,0.07354520288933397,1.1515144735677052,0.27399711382189273,36,36.0,-0.04354772,0.19413672134080304,0.05420739579665579,False,ext
abs,60.0,0.5,3,3,none,0.9153108873007825,1.4341390782708052,0.321962240485551,12,12.0,-0.28472362,0.7042985637429853,0.9037468980818102,False,ext
abs,60.0,0.5,3,3,trend72,0.08197176063831946,1.2484950488104098,0.12731310140636576,14,14.0,-0.01762856,0.23964160880737,0.07442686582882851,False,ext
abs,60.0,0.5,3,5,none,0.9153108873007825,1.4341390782708052,0.321962240485551,12,12.0,-0.28472362,0.7042985637429853,0.9037468980818102,False,ext
abs,60.0,0.5,3,5,trend72,0.08197176063831946,1.2484950488104098,0.12731310140636576,14,14.0,-0.01762856,0.23964160880737,0.07442686582882851,False,ext
abs,60.0,1.0,1,3,none,0.02933804692263009,1.099157232783561,0.6796415627882268,52,48.0,-0.32700957999999997,0.22492625824423715,0.004762172438933732,False,ext
abs,60.0,1.0,1,3,trend72,0.027447546930592148,1.1203567342946117,0.29924736940295793,34,34.0,-0.033653970000000005,0.14820818313334413,0.009947291805746605,False,ext
abs,60.0,1.0,1,5,none,0.03275905694364556,1.1000090861134326,0.678576849959147,56,48.0,-0.327068486,0.22697519338408403,0.008101241718046825,False,ext
abs,60.0,1.0,1,5,trend72,0.027447546930592148,1.1203567342946117,0.29924736940295793,34,34.0,-0.033653970000000005,0.14820818313334413,0.009947291805746605,False,ext
abs,60.0,1.0,3,3,none,1.1718910739576844,1.6299844566236523,0.27525520715297513,14,14.0,-0.26480934,0.8239497952502002,1.1566421146187293,False,ext
abs,60.0,1.0,3,3,trend72,0.10995825154649985,1.6631905697305458,0.0887512295008841,10,10.0,-0.01238645,0.32384021230700183,0.10441857153481449,False,ext
abs,60.0,1.0,3,5,none,1.1718910739576844,1.6299844566236523,0.27525520715297513,14,14.0,-0.26480934,0.8239497952502002,1.1566421146187293,False,ext
abs,60.0,1.0,3,5,trend72,0.10995825154649985,1.6631905697305458,0.0887512295008841,10,10.0,-0.01238645,0.32384021230700183,0.10441857153481449,False,ext
